"game_name";"game_description";"game_year";"game_cloneof";"game_romof";"video_screen";"video_orientation";"video_x";"video_y";"video_freq";"input_players";"input_control";"input_buttons";"driver_status";"driver_color";"driver_sound"
"vhuntjr1";"Vampire Hunter: Darkstalkers' Revenge (Japan 950307)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfj1";"Marvel Super Heroes Vs. Street Fighter (Japan 970702)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mswordu";"Magic Sword - Heroic Fantasy (US 900725)";1990;"msword";"msword";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"gigawingb";"Giga Wing (Brazil 990222)";1999;"gigawing";"gigawing";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"gwingjd";"Giga Wing (Japan 990223 Phoenix Edition) (bootleg)";1999;"gigawing";"gigawing";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"gigamn2";"Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters)";1996;"megaman2";"megaman2";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"preliminary";"good";"good"
"sfa3u";"Street Fighter Alpha 3 (USA 980904)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ddsomr2";"Dungeons & Dragons: Shadow over Mystara (Euro 960209)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"dinoj";"Cadillacs Kyouryuu-Shinseiki (Japan 930201)";1993;"dino";"dino";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"dinou";"Cadillacs and Dinosaurs (US 930201)";1993;"dino";"dino";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"sf2eb";"Street Fighter II - The World Warrior (World 910214)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"dinopic";"Cadillacs and Dinosaurs (bootleg with PIC16c57, set 1)";1993;"dino";"dino";"raster";"horizontal";384;224;60;3;"joy8way";2;"preliminary";"good";"good"
"dynwarj";"Tenchi wo Kurau (Japan)";1989;"dynwar";"dynwar";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"dinopic2";"Cadillacs and Dinosaurs (bootleg with PIC16c57, set 2)";1993;"dino";"dino";"raster";"horizontal";384;224;60;3;"joy8way";2;"preliminary";"good";"good"
"csclubj";"Capcom Sports Club (Japan 970722)";1997;"csclub";"csclub";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"csclubh";"Capcom Sports Club (Hispanic 970722)";1997;"csclub";"csclub";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"csclub";"Capcom Sports Club (Euro 971017)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"dino";"Cadillacs and Dinosaurs (World 930201)";1993;;;"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"csclub1";"Capcom Sports Club (Euro 970722)";1997;"csclub";"csclub";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"sf2ceub";"Street Fighter II' - Champion Edition (US 920513)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2ceua";"Street Fighter II' - Champion Edition (US 920313)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2ebbl";"Street Fighter II - The World Warrior (World 910214, TAB Austria bootleg)";1992;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"kod";"The King of Dragons (World 910711)";1991;;;"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"sf2";"Street Fighter II - The World Warrior (World 910522)";1991;;;"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2acc";"Street Fighter II' - Champion Edition (Accelerator!, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2ceuc";"Street Fighter II' - Champion Edition (US 920803)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2uk";"Street Fighter II - The World Warrior (US 911101)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"ddsomur1";"Dungeons & Dragons: Shadow over Mystara (USA 960209)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"smbombr1";"Super Muscle Bomber: The International Blowout (Japan 940808)";1994;"ringdest";"ringdest";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfau";"Street Fighter Alpha: Warriors' Dreams (USA 950627)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sgemfa";"Super Gem Fighter: Mini Mix (Asia 970904)";1997;"sgemf";"sgemf";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"punisheru";"The Punisher (US 930422)";1993;"punisher";"punisher";"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"3wondersh";"Three Wonders (hack?)";1991;"3wonders";"3wonders";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"punipic";"The Punisher (bootleg with PIC16c57, set 1)";1993;"punisher";"punisher";"raster";"horizontal";384;224;60;2;"joy8way";2;"preliminary";"good";"good"
"captcommb";"Captain Commando (bootleg)";1991;"captcomm";"captcomm";"raster";"horizontal";384;224;59.61;4;"joy8way";2;"preliminary";"good";"good"
"kodb";"The King of Dragons (bootleg)";1991;"kod";"kod";"raster";"horizontal";384;224;60;3;"joy8way";2;"preliminary";"good";"preliminary"
"sgemfd";"Super Gem Fighter Mini Mix (USA 970904 Phoenix Edition) (bootleg)";1997;"sgemf";"sgemf";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"xmcotah";"X-Men: Children of the Atom (Hispanic 950331)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"cbasebal";"Capcom Baseball (Japan)";1989;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"sgemf";"Super Gem Fighter Mini Mix (USA 970904)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"sf2ja";"Street Fighter II - The World Warrior (Japan 910214)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"aoh";"Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07)";2001;;;"raster";"horizontal";384;224;59.185;2;"joy8way";4;"good";"good";"good"
"winspikej";"Winning Spike (ver JAA)";1997;"winspike";"winspike";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"preliminary";"good";"good"
"winspike";"Winning Spike (ver EAA)";1997;;"konamigx";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"preliminary";"good";"good"
"willow";"Willow (US)";1989;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"sf2accp2";"Street Fighter II' - Champion Edition (Accelerator Pt.II, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"3wondersu";"Three Wonders (US 910520)";1991;"3wonders";"3wonders";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"cawingr1";"Carrier Air Wing (World 901009)";1990;"cawing";"cawing";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"striderj";"Strider Hiryu (Japan)";1989;"strider";"strider";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"captcomm";"Captain Commando (World 911014)";1991;;;"raster";"horizontal";384;224;59.61;4;"joy8way";2;"good";"good";"good"
"cscluba";"Capcom Sports Club (Asia 970722)";1997;"csclub";"csclub";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"cawingu";"Carrier Air Wing (US 901012)";1990;"cawing";"cawing";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"sfzj";"Street Fighter Zero (Japan 950727)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfzjr1";"Street Fighter Zero (Japan 950627)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"xmcotaj";"X-Men: Children of the Atom (Japan 950105)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"striderjr";"Strider Hiryu (Japan Resale Ver.)";1989;"strider";"strider";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"smbomb";"Super Muscle Bomber: The International Blowout (Japan 940831)";1994;"ringdest";"ringdest";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sf2yyc";"Street Fighter II' - Champion Edition (YYC, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sfiii2n";"Street Fighter III 2nd Impact: Giant Attack (Asia, 970930, NO CD)";1997;"sfiii2";"sfiii2";"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"xmcotau";"X-Men: Children of the Atom (USA 950105)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfiii2j";"Street Fighter III 2nd Impact: Giant Attack (Japan, 970930)";1997;"sfiii2";"sfiii2";"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"sfiii2";"Street Fighter III 2nd Impact: Giant Attack (USA, 970930)";1997;;;"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"sfiii3n";"Street Fighter III 3rd Strike: Fight for the Future (Japan, 990608, NO CD)";1999;"sfiii3";"sfiii3";"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"ffightjh";"Street Smart / Final Fight (Japan, hack)";1989;"ffight";"ffight";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"cawing";"Carrier Air Wing (World 901012)";1990;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"strider";"Strider (US set 1)";1989;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"ddsomud";"Dungeons & Dragons: Shadow over Mystara (USA 960619 Phoenix Edition) (bootleg)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"sfzh";"Street Fighter Zero (Hispanic 950627)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2ad";"Street Fighter Zero 2 (Asia 960227 Phoenix Edition) (bootleg)";1996;"sfa2";"sfa2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfzjr2";"Street Fighter Zero (Japan 950605)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sf2t";"Street Fighter II' - Hyper Fighting (US 921209)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sfzb";"Street Fighter Zero (Brazil 951109)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"xmcotaj1";"X-Men: Children of the Atom (Japan 941222)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfzbr1";"Street Fighter Zero (Brazil 950727)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"cworld2j";"Capcom World 2 (Japan 920611)";1992;;;"raster";"horizontal";384;224;59.61;2;;4;"good";"good";"good"
"sgemfh";"Super Gem Fighter: Mini Mix (Hispanic 970904)";1997;"sgemf";"sgemf";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"spf2ta";"Super Puzzle Fighter II Turbo (Asia 960529)";1996;"spf2t";"spf2t";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"spf2th";"Super Puzzle Fighter II Turbo (Hispanic 960531)";1996;"spf2t";"spf2t";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"captcommu";"Captain Commando (US 910928)";1991;"captcomm";"captcomm";"raster";"horizontal";384;224;59.61;4;"joy8way";2;"good";"good";"good"
"sf2v004";"Street Fighter II! - Champion Edition (V004, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"spf2xj";"Super Puzzle Fighter II X (Japan 960531)";1996;"spf2t";"spf2t";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"captcommj";"Captain Commando (Japan 911202)";1991;"captcomm";"captcomm";"raster";"horizontal";384;224;59.61;4;"joy8way";2;"good";"good";"good"
"sf2tj";"Street Fighter II' Turbo - Hyper Fighting (Japan 921209)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2ce";"Street Fighter II' - Champion Edition (World 920313)";1992;;;"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"1944j";"1944: The Loop Master (Japan 000620)";2000;1944;1944;"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"zeropnta";"Zero Point (set 2)";1998;"zeropnt";"zeropnt";"raster";"horizontal";384;224;60;2;"lightgun";1;"good";"good";"good"
"sfiii3an";"Street Fighter III 3rd Strike: Fight for the Future (Japan, 990512, NO CD)";1999;"sfiii3";"sfiii3";"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"xmcotaj2";"X-Men: Children of the Atom (Japan 941219)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
1944;"1944: The Loop Master (USA 000620)";2000;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"zeropnt2";"Zero Point 2";1999;;;"raster";"horizontal";384;224;60;2;"lightgun";1;"good";"good";"good"
"spf2t";"Super Puzzle Fighter II Turbo (USA 960620)";1996;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"sf2hf";"Street Fighter II' - Hyper Fighting (World 921209)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"spf2xjd";"Super Puzzle Fighter II X (Japan 960531 Phoenix Edition) (bootleg)";1996;"spf2t";"spf2t";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"1944d";"1944: The Loop Master (USA 000620 Phoenix Edition) (bootleg)";2000;1944;1944;"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"sfz2a";"Street Fighter Zero 2 (Asia 960227)";1996;"sfa2";"sfa2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"armwara";"Armored Warriors (Asia 940920)";1994;"armwar";"armwar";"raster";"horizontal";384;224;59.629403;3;"joy8way";3;"good";"good";"good"
"sf2ui";"Street Fighter II - The World Warrior (US 910522)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2uf";"Street Fighter II - The World Warrior (US 910411)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"kodj";"The King of Dragons (Japan 910805)";1991;"kod";"kod";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"wofj";"Tenchi wo Kurau II - Sekiheki no Tatakai (Japan 921031)";1992;"wof";"wof";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"sf2j";"Street Fighter II - The World Warrior (Japan 911210)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"3wonders";"Three Wonders (World 910520)";1991;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"kodu";"The King of Dragons (US 910910)";1991;"kod";"kod";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"armwar";"Armored Warriors (Euro 941024)";1994;;;"raster";"horizontal";384;224;59.629403;3;"joy8way";3;"good";"good";"good"
"qdrmfgp";"Quiz Do Re Mi Fa Grand Prix (Japan)";1994;;;"raster";"horizontal";384;224;60;2;;5;"good";"good";"good"
"mvscjr1";"Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvscj";"Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvscud";"Marvel Vs. Capcom: Clash of Super Heroes (USA 980123 Phoenix Edition) (bootleg)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ddsomr3";"Dungeons & Dragons: Shadow over Mystara (Euro 960208)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"megamn2d";"Mega Man 2: The Power Fighters (USA 960708 Phoenix Edition) (bootleg)";1996;"megaman2";"megaman2";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"sf2ue";"Street Fighter II - The World Warrior (US 910228)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"pzletime";"Puzzle Time (Prototype)";;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"sf2ud";"Street Fighter II - The World Warrior (US 910318)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf2qp1";"Street Fighter II - The World Warrior (Quicken Pt-I, bootleg)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"ddsomjr1";"Dungeons & Dragons: Shadow over Mystara (Japan 960206)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"vampj";"Vampire: The Night Warriors (Japan 940705)";1994;"dstlk";"dstlk";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2alh";"Street Fighter Zero 2 Alpha (Hispanic 960813)";1996;"sfz2al";"sfz2al";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2ald";"Street Fighter Zero 2 Alpha (Asia 960826 Phoenix Edition) (bootleg)";1996;"sfz2al";"sfz2al";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2alj";"Street Fighter Zero 2 Alpha (Japan 960805)";1996;"sfz2al";"sfz2al";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2h";"Street Fighter Zero 2 (Hispanic 960304)";1996;"sfa2";"sfa2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz3ar1";"Street Fighter Zero 3 (Asia 980701)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"armwaru1";"Armored Warriors (USA 940920)";1994;"armwar";"armwar";"raster";"horizontal";384;224;59.629403;3;"joy8way";3;"good";"good";"good"
"vampjr1";"Vampire: The Night Warriors (Japan 940630)";1994;"dstlk";"dstlk";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2alb";"Street Fighter Zero 2 Alpha (Brazil 960813)";1996;"sfz2al";"sfz2al";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfus";"Street Fighter (US)";1987;"sf";"sf";"raster";"horizontal";384;224;60;2;"joy8way";6;"good";"good";"good"
"sfp";"Street Fighter (prototype)";1987;"sf";"sf";"raster";"horizontal";384;224;60;2;"joy8way";6;"good";"good";"good"
"sfz2al";"Street Fighter Zero 2 Alpha (Asia 960826)";1996;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"srmp3";"Super Real Mahjong Part 3 (Japan)";1988;;;"raster";"horizontal";384;224;60;1;;;"good";"good";"good"
"sf2ua";"Street Fighter II - The World Warrior (US 910206)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"sf";"Street Fighter (World)";1987;;;"raster";"horizontal";384;224;60;2;"joy8way";6;"good";"good";"good"
"sf2ub";"Street Fighter II - The World Warrior (US 910214)";1991;"sf2";"sf2";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"chikij";"Chiki Chiki Boys (Japan 900619)";1990;"mtwins";"mtwins";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"sfa3b";"Street Fighter Alpha 3 (Brazil 980629)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"batcira";"Battle Circuit (Asia 970319)";1997;"batcir";"batcir";"raster";"horizontal";384;224;59.629403;4;"joy8way";2;"good";"good";"good"
"viostorma";"Violent Storm (ver AAC)";1993;"viostorm";"viostorm";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"sfa3ur1";"Street Fighter Alpha 3 (USA 980629)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ddsomr1";"Dungeons & Dragons: Shadow over Mystara (Euro 960223)";1996;"ddsom";"ddsom";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"sfj";"Street Fighter (Japan)";1987;"sf";"sf";"raster";"horizontal";384;224;60;2;"joy8way";6;"good";"good";"good"
"armwar1d";"Armored Warriors (Euro 941011 Phoenix Edition) (bootleg)";1994;"armwar";"armwar";"raster";"horizontal";384;224;59.629403;3;"joy8way";3;"good";"good";"good"
